tid,GDR2_ID,GDR2_RA,GDR2_DEC,TLC,mas_parrallax,g_mag,bp-rp,probability,age_myr,age_err_lower,age_err_upper,Distance,absolute_mag,cadences,ecl_lat,ecl_lon,gal_lat,gal_lon,has_two_min
309617141,4760580547328961792,78.8885,-61.389,-1,12.3,14.0,2.8,0.69,21.6,9.3,4.7,81.30081301,9.449525557147046,120__600__1800,-82.91222700232007,41.58579977541634,-34.991151470593486,270.64878580171694,True
273186525,4299430561595473280,303.2301,9.4469,-1,10.16,15.9,3.3,0.51,32.5,9.9,6.4,98.42519685,10.934468539748188,No TESS data found,28.60758930129809,308.0018961358154,-13.341441878410633,51.0540014803272,False
6755523,3401521984270894464,81.3139,19.2868,-1,16.75,14.6,3.2,0.48,30.4,12.5,7.2,59.70149254,10.720074056766604,No TESS data found,-3.905141772503744,81.7817719910892,-9.08427291354529,185.6892744442728,False
408384162,2760467741333526272,356.8759,10.7332,-1,10.09,14.4,2.8,0.3,22.9,8.6,4.2,99.10802775,9.419455831189982,No TESS data found,11.079285288175964,1.4531703374064726,-49.08593954556444,98.53274779167316,False
147693809,6237738822557503488,234.1571,-25.7214,22,10.88,13.9,2.7,0.41,19.7,6.4,4.2,91.91176471,9.083144476713525,600,-6.181867230148052,237.94812293883288,23.85937662290125,343.48388826172527,False
368476786,207585153923158656,79.4626,44.0414,-1,10.74,15.9,3.4,0.49,32.1,6.1,7.3,93.10986965,11.055021406728654,No TESS data found,20.897569176099456,81.9068832874132,3.608797807810412,164.31138838524785,False
92595555,6782078648325119232,315.5652,-31.4874,-1,21.35,12.8,2.8,0.33,23.6,13.0,5.7,46.83840749,9.446989396997388,120__600__1800,-13.98888820354404,308.86338843588885,-40.409046557845066,13.385861047952863,True
166510978,4121881320935011200,262.5025,-18.6705,22,11.5,12.8,2.6,1.0,5.7,3.2,2.0,86.95652174,8.103489201746346,No TESS data found,4.583569511993065,262.872376130319,8.47246113558985,6.829059345286616,False
154096384,1934167710631962880,341.5655,43.8132,-1,11.63,13.8,2.7,0.44,19.3,6.5,4.3,85.98452279,9.127898573538664,1800,46.54777951204805,5.505455802032452,-13.479671265085662,100.26096808087512,False
124751008,2885572716963709952,94.0869,-35.1531,-1,17.13,11.2,2.1,0.17,12.7,4.2,3.1,58.37711617,7.3687868148447055,600__1800,-58.50156997434203,96.39959255653471,-21.932719474061013,242.3453207456963,False
381377851,6057500245143971328,182.5056,-62.4453,22,10.16,14.6,2.9,0.49,22.3,6.1,6.2,98.42519685,9.634468539748188,120__600__1800,-53.64574798216497,218.76832920645523,0.0423327738845089,298.1627901003428,True
444536794,5257836605156299776,147.5025,-58.4718,22,12.76,14.3,2.9,0.14,28.4,30.1,5.1,78.36990596,9.829253371818012,120__600__1800,-63.35461534955763,190.44027982356707,-3.534435606286222,281.0457084784467,True
429152614,3485098646237003136,173.1711,-26.8693,22,21.52,13.4,3.5,1.0,6.7,2.3,2.3,46.46840149,10.064211334831048,120__600__1800,-27.184257900186903,185.31522652286296,32.779489039713205,281.98809033616664,True
159580128,2126261703496964096,291.0146,44.9337,-1,17.18,6.8,1.0,0.18,3.3,1.1,0.5,58.20721769,2.9751157976624283,120__1800,65.62634957826505,307.9593800221319,13.45501483407268,76.83263259514985,True
168553269,6765662080732001664,290.7964,-27.5697,22,12.86,14.2,2.9,0.22,26.4,33.8,8.1,77.76049767,9.746204842862408,No TESS data found,-5.451330594882752,288.42710053193446,-18.661669354872146,10.854588046527024,False
79011520,6481430353489019776,314.9465,-48.1653,-1,12.01,14.2,3.3,1.0,6.5,1.9,2.4,83.26394671,9.59771503704254,120__600__1800,-29.723328052999804,302.85522660891974,-40.92489823015771,351.3415121340331,True
286122564,514864156715696640,32.4038,63.42,-1,11.38,14.7,3.1,0.6,24.4,13.3,6.2,87.87346221,9.980711310404269,1800,46.48009835183491,56.724455169696846,1.8631889698010091,131.5453070621967,False
467393247,1846416271738776832,314.7912,29.2609,-1,12.69,13.6,2.7,0.37,22.8,15.4,4.7,78.80220646,9.1173081105226,120__1800,44.00551327108715,328.70240125458,-10.823273422709532,74.01134935914811,True
400331058,5231643386314617216,166.0989,-69.8227,22,10.19,13.8,2.8,1.0,11.2,3.5,3.6,98.13542689,8.840870920012373,120__600__1800,-63.39801711437634,221.60236356869927,-8.852919128924727,293.8886616530451,True
294728598,5228256272024062336,169.646,-70.9821,22,10.75,14.5,3.0,0.99,13.8,2.5,2.7,93.02325581,9.657042321350408,600__1800,-62.96130468014278,225.1541775186987,-9.471612785291455,295.44979496612024,False
462492721,5258513835596515328,151.4084,-57.5111,-1,17.45,13.8,3.0,0.31,27.3,20.1,8.3,57.30659026,10.00897715639565,120__600__1800,-61.1804232750952,191.93010712285124,-1.5079450920988329,282.0957710855934,True
337147104,5845050203239172608,196.8231,-68.7363,22,10.15,13.4,2.7,1.0,8.8,3.3,3.0,98.52216749,8.43233021119513,120__1800,-54.41667307734563,233.37098209830515,-5.909019623879426,304.37605498757256,True
409676809,231574470418867968,60.4435,43.5368,-1,10.18,14.0,2.8,1.0,10.7,2.3,3.8,98.23182711,9.038738890047563,120__1800,22.404533904931984,67.2410731584455,-6.954953849554615,155.55846640678382,True
355544671,6473070182467043840,302.6832,-53.8919,-1,11.44,14.4,2.8,0.25,26.1,22.0,9.4,87.41258741,9.692130122349305,600__1800,-32.952303560402484,292.28234771784736,-33.110650749254,344.37407907145774,False
193887563,2115929970682356608,270.6237,44.9764,-1,11.94,15.2,3.2,0.16,33.8,26.4,8.9,83.7520938,10.585021634027552,1800,68.41308477359958,271.19542087786044,27.11163095747516,71.97536096410465,False
343648067,6414282147589248000,272.279,-76.22399999999999,-1,36.6,13.3,3.5,0.74,45.8,24.7,8.5,27.32240437,11.117405427098,120__600__1800,-52.79181684764775,270.8933594526564,-23.82554757517944,317.75793276685664,True
277725683,2170837038773233920,321.0928,49.1203,-1,10.19,14.7,2.9,0.19,27.0,35.5,7.6,98.13542689,9.740870920012371,120__1800,59.00370099895856,351.4671857910664,-0.9001380568163823,91.99126355514716,True
279648855,4722454397518776832,49.5741,-61.6711,-1,17.45,16.2,3.9,0.45,48.5,8.7,10.0,57.30659026,12.408977156395649,600__1800,-72.04406893914442,356.5164185700328,-47.724793149717485,277.98854302926395,False
177238132,5268506094172567808,105.3559,-68.8094,22,10.04,15.4,3.1,0.84,27.2,8.3,5.3,99.60159363,10.408668563946852,600__1800,-83.77129517453935,208.08002580783543,-24.276410540197848,279.5935894842735,False
103101099,549479359731667200,61.2773,72.923,-1,19.04,14.1,3.4,0.97,19.1,2.2,4.6,52.52100840000001,10.498334720381251,120__1800,50.7682505513801,77.10296584023548,15.213884584097984,136.08976501137246,True
464779449,3296736739437207552,61.4727,5.5235,-1,15.95,14.0,3.0,0.19,28.3,12.2,8.6,62.69592476,10.013803437135374,120__600__1800,-15.043288658502997,60.50896539156863,-32.805114541851744,185.6142503194741,True
385504478,3412996998716991232,71.0721,22.2743,18,11.38,13.0,2.4,0.23,16.0,13.0,4.3,87.87346221,8.28071131040427,120,-0.0244990426022053,72.52814047458288,-15.129279508412647,177.5018132036089,True
2060180,4359498943403375872,258.8048,-9.2993,-1,10.68,13.7,2.7,0.94,13.4,4.0,2.7,93.6329588,8.842856263497431,No TESS data found,13.69905373570556,258.62224325888263,16.517947355600946,12.974553540296952,False
338091463,5970835226834653056,252.9936,-38.7251,22,11.33,14.9,3.4,1.0,10.1,2.0,2.9,88.26125331,10.171149549311991,120__1800,-16.09341842662129,256.25793068840585,3.468514111830147,345.6029659623264,True
332213483,6091582146329270784,215.4629,-49.0775,22,10.02,14.2,2.8,0.63,17.3,2.6,4.5,99.80039920000002,9.204338607690875,120__600__1800,-32.82508111559924,230.5837949591124,11.166221628466754,317.8016418030724,True
43451370,2345626677097190784,11.3917,-24.556,-1,11.54,12.8,2.4,0.24,15.9,5.8,3.6,86.65511265,8.111029044139823,120__1800,-26.92029965966891,359.96513335073774,-87.10846052655192,95.42562691762558,True
144282456,958297608506090880,97.9614,41.4951,-1,35.9,13.1,3.4,0.58,31.3,7.6,6.7,27.8551532,10.875472243152172,120__1800,18.2289611481564,96.26672452217646,14.193484199319858,173.26569228372256,True
35001854,5879951932099030528,224.6979,-58.2731,22,10.81,13.2,2.5,0.16,21.2,12.1,3.9,92.50693802,8.369128469774802,120__600__1800,-39.29010941971188,241.11589135546052,0.5590355955223213,319.0384251880319,True
152546618,5978754802890176768,259.1551,-34.1772,22,10.16,14.8,3.1,0.99,14.6,3.0,3.2,98.42519685,9.834468539748189,600__1800,-11.08086512408248,260.86960343249814,2.2839079008204357,352.22963787693857,False
399020708,6068338371741297536,198.3801,-53.2478,22,11.66,14.8,3.3,1.0,9.5,1.9,2.9,85.76329331,10.133492752126704,120__1800,-41.30483813675744,220.8929620318115,9.480433485405486,306.27768206512803,True
115622471,1408048751038565248,255.0936,47.5623,-1,11.24,14.6,2.9,0.17,28.1,17.8,5.1,88.96797153,9.853831556171292,1800,69.47098082742,240.32723906095944,38.04607406440969,73.62639233806209,False
239134011,893506098404230912,112.0882,33.753,-1,21.77,12.1,2.6,0.7,17.7,5.2,4.2,45.93477262,8.789292145341404,20__120__1800,11.730658052811863,108.61785688735532,21.84053810291265,185.07772121250247,True
204646160,3476520874990884096,184.5836,-26.2819,-1,11.72,14.0,2.7,0.18,27.5,16.0,9.6,85.32423208,9.344638058459,600__1800,-22.194269210616167,195.13892421280056,35.99911516261378,293.75258833778656,False
15788695,2058050338569738880,307.082,37.8839,-1,10.75,17.3,3.9,0.39,49.3,12.1,9.5,93.02325581,12.457042321350407,No TESS data found,54.47397519780176,324.97917604952795,-0.4692960134868957,76.89446684980929,False
360779428,5250988846733325312,142.993,-62.1571,22,12.75,12.8,2.6,1.0,8.0,4.2,3.0,78.43137255,8.327550923822727,120__600__1800,-67.38218396135404,194.1133342308947,-7.774104073182763,281.80765865422694,True
454757744,5226532233485499136,175.8729,-74.3105,22,10.06,14.2,2.7,0.57,18.4,3.4,4.3,99.40357853,9.21298990357392,120__600__1800,-63.0041678558756,233.54047454507148,-12.053218789845534,298.2982522122786,True
142264088,3465989374664029184,180.658,-33.478,22,15.78,14.0,3.3,1.0,11.8,3.4,3.3,63.37135615,9.990534994264948,120__600__1800,-30.151502469984635,195.29872369782524,28.296837894654477,291.3826230199426,True
73129740,6052454070850824448,248.6942,-20.8852,-1,10.14,15.3,3.1,0.15,33.6,20.3,12.5,98.61932939,10.330189774954883,No TESS data found,1.097988748833191,250.14759509417772,17.72242870359577,357.1817241997384,False
238923204,5553849084070057344,94.4185,-47.9992,-1,11.35,13.4,2.7,0.99,11.4,4.5,3.2,88.10572687,8.674979307701081,600__1800,-71.29661588876007,99.24725640955408,-25.231427688606733,255.9026744125772,False
17399504,5948621587231767040,264.5176,-47.0148,22,11.63,15.2,3.2,0.53,24.9,7.1,4.9,85.98452279,10.527898573538662,120__600__1800,-23.65309651794542,265.91813919125224,-8.199101039228038,343.7647347449469,True
457099468,1095352523182904704,119.0658,66.9149,-1,11.38,14.0,2.9,0.85,15.6,3.9,5.9,87.87346221,9.28071131040427,No TESS data found,45.047118111351246,105.63721446352037,31.122170403945848,149.02444231054366,False
206324237,6034137237937177344,251.8656,-26.8083,22,11.16,14.2,2.9,0.54,19.7,8.2,4.5,89.60573477,9.438320972935706,No TESS data found,-4.3817220363062255,253.8189462266134,11.735089237640988,354.322829950328,False
309965656,1125545279982974720,138.3394,77.0266,-1,11.9,16.0,3.7,0.98,23.5,5.0,5.3,84.03361345,11.377734806843224,No TESS data found,56.58496496555874,107.72790529564703,34.077422687371865,135.68291754345728,False
350712873,4764908637411876736,88.2042,-59.4854,-1,15.28,15.4,3.7,1.0,22.5,3.4,4.0,65.44502618,11.320616771132345,120__600__1800,-82.87868789944142,82.62181417840318,-30.474948039795187,268.1830585034301,True
27960225,1880060193671422720,333.4846,25.8645,-1,12.34,14.1,2.9,0.21,25.9,27.2,6.6,81.03727715,9.556575798418798,No TESS data found,34.058593169188896,346.3794896204302,-24.84315080499876,83.95145370290668,False
432231570,6309273633174150528,227.4131,-13.5369,-1,18.99,12.8,2.9,0.99,12.3,2.9,4.0,52.65929437,9.192624823497692,No TESS data found,4.012361852576187,228.7324909958382,37.2932449509014,346.8107822804542,False
390650805,3734899437433049216,191.8828,9.2052,-1,10.18,15.5,3.3,0.88,22.1,3.6,5.3,98.23182711,10.538738890047563,1800,13.157112169281904,187.2441927158455,72.05319925266187,299.80168430450243,False
438627800,6083709613047577344,201.865,-47.3189,22,11.03,13.4,2.8,1.0,9.2,3.6,3.1,90.66183137,8.61287756217685,120__600__1800,-35.03307211957224,219.7891338253012,15.11100150365708,309.24232446920524,True
150247093,5477974775934944128,94.3068,-62.7212,22,10.6,16.0,3.5,0.7,30.2,8.5,7.1,94.33962264,11.126529326358597,600__1800,-85.74268537496631,117.61833761492794,-27.770735193393,272.11996071215015,False
375270707,5215248396623864320,134.4651,-77.6368,22,10.65,13.4,2.5,0.72,16.0,16.9,3.5,93.89671362,8.536748038758695,600__1800,-73.13433491760846,238.86934153287345,-20.215144295075994,291.72690361139706,False
398454976,6863579569779257728,297.4453,-23.9884,-1,10.4,14.4,2.8,0.21,26.0,34.4,7.0,96.15384615,9.48516669658076,No TESS data found,-2.893882277858291,294.9336813916678,-22.96373103118042,16.729830789624387,False
117956769,2853298442914275200,0.5797,26.3208,-1,13.63,13.6,2.8,0.34,23.4,7.0,6.4,73.36757153,9.272479279273472,No TESS data found,23.77844820407745,11.639887963162748,-35.25988628665056,109.43065975390448,False
36124955,5408648849826522112,149.64600000000002,-46.4272,-1,64.78,10.0,2.7,1.0,12.1,2.7,4.1,15.43686323,9.057204718285234,20__120__600__1800,-53.44335494689141,176.975374934145,6.703131991994185,274.5590152446142,True
311091687,3275198268720292608,54.2752,5.4854,-1,15.16,15.1,3.4,0.45,30.2,7.7,9.0,65.96306069,11.003496006349016,120__600,-13.517646990766773,53.28517762413443,-38.37337191683788,180.06442063350656,True
245821503,3307384272600845440,67.678,12.5469,-1,11.31,15.6,3.3,0.54,28.6,8.7,7.9,88.41732979999999,10.86731302454476,120__600__1800,-9.19928827916642,67.93649776251544,-23.67069630863327,183.51857542032693,True
89799143,4071828489252873600,282.909,-28.3096,-1,24.09,12.1,2.7,0.31,23.6,22.3,6.8,41.51100042,9.009183999735916,1800,-5.379479949652763,281.3900818923333,-12.528255594712547,7.3371487179533315,False
360739385,6445708835610391936,294.6846,-59.9416,-1,12.44,14.8,3.1,0.27,28.9,6.3,7.2,80.38585209,10.27410190177487,600__1800,-37.81121850760788,285.34959458990954,-29.078824942331607,337.05417784904523,False
156364507,175329124894814976,70.9898,37.3839,-1,13.82,16.2,3.9,0.98,24.5,4.4,5.5,72.35890014,11.902540215332476,No TESS data found,14.964589558416018,74.45610613985004,-5.539211314185732,165.61701279406512,False
266271836,5885861360428778112,236.2935,-52.845,22,10.06,13.8,2.7,0.63,14.8,5.0,2.6,99.40357853,8.812989903573921,120__600__1800,-32.09862593844823,246.689652177379,1.5422713993513288,327.4760260124935,True
388835414,3910368578260350592,173.2415,6.8905,-1,12.82,13.2,2.7,0.19,20.5,15.0,2.8,78.00312012,8.739440126047755,120,3.646376122616989,171.06598411690868,62.49574610162711,256.7314212251856,True
130729429,6158096964812941568,186.8006,-34.6117,-1,11.42,16.3,3.6,0.26,45.1,10.8,8.4,87.56567426,11.58833051944231,600__1800,-28.840585393442375,201.0970304336261,27.99421939887959,297.2859634341643,False
219993473,4743833232890124160,31.2222,-53.7713,-1,22.09,13.6,3.1,0.41,37.2,34.7,13.3,45.26935265,10.320978579273572,120__600__1800,-59.537496411267206,355.4937918512908,-60.115859475416144,280.98898118114147,True
387720293,3415437811451492352,78.7113,22.3386,18,10.51,15.6,3.4,0.95,21.3,3.5,5.4,95.14747859,10.708013580182683,120,-0.6927917653414938,79.56372148816601,-9.40769586110194,181.74895121125,True
308994751,5277317820877722624,123.3462,-63.4642,-1,10.12,15.5,3.1,0.31,30.3,15.6,3.8,98.81422925,10.525902562497189,600__1800,-75.7620360111381,183.13437624770663,-15.592237109401124,277.17903377385335,False
117566590,4096570318374054272,275.4026,-17.3763,-1,12.74,14.4,3.2,1.0,16.9,4.3,5.1,78.49293564,9.925847139880268,No TESS data found,5.9658220254714704,275.1796452411407,-1.4867759810340275,14.125195098188192,False
318141346,5997293767212191360,244.6572,-38.653,22,10.35,14.6,2.9,0.33,22.1,6.5,7.1,96.61835749,9.674701748917997,1800,-16.99662376399813,249.53716037123152,8.338760029302348,341.266141658382,False
243153498,2788357364871430400,15.7129,18.9481,-1,26.19,12.6,3.0,0.73,21.8,4.6,4.5,38.18251241,9.690677492087293,120__1800,11.304863131699449,21.796530346149076,-43.84068460202019,126.67478650005091,True
44743153,4889151973881979008,61.488,-28.1629,-1,15.21,14.4,3.1,0.21,33.4,12.4,7.2,65.74621959,10.310646070343385,120__600__1800,-47.83247534334416,51.17529316326085,-47.206070267156285,226.06491909964367,True
386777747,6294047282619681792,208.8261,-17.8959,-1,15.78,14.7,3.3,0.72,24.4,4.6,6.5,63.37135615,10.690534994264947,No TESS data found,-5.705876295524448,213.08234254902885,42.38708970335633,323.6890724221192,False
116099459,4609188615204774656,266.9082,36.8741,-1,14.92,14.8,3.3,0.41,29.3,9.3,7.0,67.02412869,10.668844115564257,1800,60.25984100010132,265.0064342268727,27.98727010517288,62.3547452470891,False
217654066,2830531508472606720,345.736,17.2096,-1,11.92,15.4,3.3,0.65,26.2,7.0,8.5,83.89261745,10.781381277012402,No TESS data found,21.412135271689145,353.9383097200558,-38.44314048692826,89.15013809423348,False
309028466,5467096104810463616,151.202,-26.3404,-1,10.68,14.6,2.9,0.29,24.5,12.5,6.8,93.6329588,9.742856263497432,120__600__1800,-35.367101192790045,164.37456332538054,23.17736560726999,262.5438292037313,True
327039106,5843249890363582848,188.8135,-70.7189,22,10.71,15.7,3.6,1.0,17.7,3.0,3.4,93.37068161,10.848947354065686,120__1800,-57.76802099846222,232.2761468693797,-7.889515473436158,301.58416084719283,True
52121243,4692180581798334720,17.5589,-68.2067,-1,13.62,14.1,2.9,0.24,30.8,17.2,11.2,73.42143906,9.770885537889912,600__1800,-63.696781533660975,323.01087318564123,-48.82478971554696,300.2838925979605,False
12471629,2335390189483121152,3.4684,-25.5583,-1,23.58,13.1,2.9,0.2,26.9,16.0,6.8,42.40882103,9.96271900403986,120__600__1800,-24.679290093022644,352.3094662683812,-81.44126508711598,41.387810339181335,True
460844584,6202965083703333504,219.8134,-35.4534,22,10.82,14.5,3.0,0.8,16.5,4.0,4.6,92.42144177,9.671136303958288,120__600__1800,-18.94786101966061,228.5772362210884,22.44095819197218,326.4777662123316,True
275418061,2193239588173870464,319.7752,63.1174,-1,11.88,14.4,2.9,0.35,22.1,6.8,5.1,84.17508418,9.77408220309906,1800,69.14526332784523,14.122279660796089,9.497130092987367,101.42967255127756,False
213102017,3212770678555564672,76.0285,-4.4252,-1,10.54,14.9,3.0,0.48,23.4,11.4,5.2,94.87666034,10.014203054418251,600__1800,-27.106706925067048,74.30670394335765,-25.82921719858769,204.2074105248748,False
14087575,4813007392044212608,76.9763,-41.6017,5,10.76,14.7,3.0,0.44,23.9,6.1,7.0,92.93680297,9.85906135674479,120__600__1800,-64.02150942702387,67.37055376947471,-36.38951474816141,246.2398553288836,True
411128422,5236079778323444736,178.3706,-67.1869,22,10.5,14.7,3.0,0.4,19.9,4.7,4.2,95.23809524,9.80594649530626,120__600__1800,-58.2222255325924,222.6087092812752,-4.946012255821784,297.3442613370556,True
185682334,6238856059511914496,232.4315,-24.402,22,10.14,12.8,2.4,0.98,9.8,3.9,2.1,98.61932939,7.830189774954883,No TESS data found,-5.274186535392332,236.10584006477237,25.87173744122856,343.0797745136013,False
58629635,6188481217027153536,202.5413,-27.6907,22,10.95,13.4,2.7,0.69,15.1,5.8,1.1,91.32420091,8.597070595957774,600__1800,-16.937558302505696,211.24681228635347,34.39795790024217,313.3292987616809,False
